Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,SPARK-31155,13291695,Remove pydocstyle tests,nchammas,nchammas,Minor,Resolved,Fixed,14/Mar/20 08:22,17/Mar/20 19:53,
Bug,SPARK-31153,13291681,Cleanup several failures in lint-python,nchammas,nchammas,Minor,Resolved,Fixed,14/Mar/20 06:21,17/Mar/20 19:52,
Bug,SPARK-31164,13291928,Inconsistent rdd and output partitioning for bucket table when output doesn't contain all bucket columns,zhenhuawang,zhenhuawang,Major,Resolved,Fixed,16/Mar/20 09:35,17/Mar/20 19:12,
Bug,SPARK-31163,13291883,acl/permission should handle non-existed path when truncating table,Ngone51,Ngone51,Major,Resolved,Fixed,16/Mar/20 06:14,17/Mar/20 01:47,
Bug,SPARK-30454,13278076,Null Dereference in HiveSQLException,,pavithraramachandran,Major,Resolved,Won't Fix,08/Jan/20 06:55,16/Mar/20 14:14,
Bug,SPARK-30958,13287704,do not set default era for DateTimeFormatter,cloud_fan,cloud_fan,Major,Resolved,Fixed,26/Feb/20 09:45,16/Mar/20 07:49,
Bug,SPARK-29301,13259588,Removing block is not reflected to the driver/executor's storage memory,,kabhwan,Major,Resolved,Duplicate,30/Sep/19 06:29,16/Mar/20 07:25,
Bug,SPARK-31068,13289974,IllegalArgumentException in BroadcastExchangeExec,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,06/Mar/20 07:30,16/Mar/20 01:21,
Bug,SPARK-31128,13291208,Fix Uncaught TypeError in streaming statistics page,Gengliang.Wang,Gengliang.Wang,Minor,Resolved,Fixed,12/Mar/20 01:51,13/Mar/20 03:02,
Bug,SPARK-31129,13291234,IntervalBenchmark and DateTimeBenchmark fails to run,Qin Yao,Qin Yao,Major,Resolved,Fixed,12/Mar/20 06:53,12/Mar/20 20:00,
Bug,SPARK-31130,13291236,Use the same version of `commons-io` in SBT,dongjoon,dongjoon,Minor,Resolved,Fixed,12/Mar/20 07:13,12/Mar/20 16:09,
Bug,SPARK-31111,13290846,Fix interval output issue in ExtractBenchmark ,Qin Yao,Qin Yao,Minor,Resolved,Fixed,10/Mar/20 15:55,12/Mar/20 06:32,
Bug,SPARK-31126,13291192,Upgrade Kafka to 2.4.1,dongjoon,dongjoon,Minor,Resolved,Fixed,11/Mar/20 23:20,12/Mar/20 02:26,
Bug,SPARK-30049,13270806,SQL fails to parse when comment contains an unmatched quote character,javier_ivanov,jlowe,Major,Resolved,Fixed,26/Nov/19 20:49,10/Mar/20 21:31,
Bug,SPARK-31065,13289960,Empty string values cause schema_of_json() to return a schema not usable by from_json(),hyukjin.kwon,nchammas,Minor,Resolved,Fixed,06/Mar/20 05:45,10/Mar/20 10:54,
Bug,SPARK-30902,13286505,default table provider should be decided by catalog implementations,cloud_fan,cloud_fan,Major,Resolved,Fixed,20/Feb/20 15:34,10/Mar/20 03:37,
Bug,SPARK-30941,13287258,PySpark Row can be instantiated with duplicate field names,hyukjin.kwon,droher,Major,Resolved,Fixed,24/Feb/20 16:38,09/Mar/20 18:09,
Bug,SPARK-31082,13290440,MapOutputTrackerMaster.getMapLocation can't handle last mapIndex,Ngone51,Ngone51,Major,Resolved,Fixed,09/Mar/20 02:38,09/Mar/20 11:30,
Bug,SPARK-31022,13289289,group by alias should fail if there are name conflicts,cloud_fan,cloud_fan,Major,Resolved,Won't Fix,03/Mar/20 16:18,09/Mar/20 07:44,
Bug,SPARK-31043,13289617,Spark 3.0 built against hadoop2.7 can't start standalone master,,tgraves,Critical,Resolved,Fixed,04/Mar/20 19:22,09/Mar/20 05:18,
Bug,SPARK-31014,13289096,InMemoryStore: CountingRemoveIfForEach misses to remove key from parentToChildrenMap,kabhwan,kabhwan,Minor,Resolved,Fixed,03/Mar/20 03:10,08/Mar/20 00:15,
Bug,SPARK-30298,13275264,bucket join cannot work for self-join with views,imback82,xiaojuwu,Minor,Resolved,Fixed,18/Dec/19 13:33,07/Mar/20 05:28,
Bug,SPARK-30563,13280304,Regressions in Join benchmarks,,maxgekk,Minor,Resolved,Fixed,18/Jan/20 17:06,06/Mar/20 08:49,
Bug,SPARK-30279,13274888,Support 32 or more grouping attributes for GROUPING_ID ,maropu,maropu,Major,Resolved,Fixed,17/Dec/19 03:35,06/Mar/20 07:59,
Bug,SPARK-31063,13289947,xml-apis is missing after xercesImpl bumped up to 2.12.0,,Qin Yao,Blocker,Resolved,Not A Problem,06/Mar/20 03:27,06/Mar/20 04:39,
Bug,SPARK-23435,13138733,R tests should support latest testthat,felixcheung,felixcheung,Major,Resolved,Fixed,15/Feb/18 09:29,05/Mar/20 22:50,
Bug,SPARK-31052,13289802,"Fix flaky test ""DAGSchedulerSuite.shuffle fetch failed on speculative task, but original task succeed""",Ngone51,Ngone51,Major,Resolved,Fixed,05/Mar/20 13:17,05/Mar/20 19:02,
Bug,SPARK-31034,13289446,ShuffleBlockFetcherIterator may can't create request for last group,Ngone51,Ngone51,Major,Resolved,Fixed,04/Mar/20 07:17,05/Mar/20 15:07,
Bug,SPARK-31050,13289722,Disable flaky KafkaDelegationTokenSuite,Ngone51,Ngone51,Major,Resolved,Fixed,05/Mar/20 07:58,05/Mar/20 14:24,
Bug,SPARK-30668,13282069,"to_timestamp failed to parse 2020-01-27T20:06:11.847-0800 using pattern ""yyyy-MM-dd'T'HH:mm:ss.SSSz""",maxgekk,smilegator,Blocker,Resolved,Fixed,28/Jan/20 22:11,05/Mar/20 10:20,
Bug,SPARK-30885,13286385,V1 table name should be fully qualified if catalog name is provided,imback82,imback82,Major,Resolved,Fixed,20/Feb/20 06:43,04/Mar/20 10:10,
Bug,SPARK-30289,13275108,Partitioned by Nested Column for `InMemoryTable`,,dbtsai,Major,Resolved,Fixed,17/Dec/19 22:56,04/Mar/20 05:35,
Bug,SPARK-30997,13288482,An analysis failure in generators with aggregate functions,maropu,maropu,Major,Resolved,Fixed,01/Mar/20 04:29,03/Mar/20 22:28,
Bug,SPARK-30998,13288483,ClassCastException when a generator having nested inner generators,maropu,maropu,Major,Resolved,Fixed,01/Mar/20 05:02,03/Mar/20 20:33,
Bug,SPARK-31015,13289100,Star(*) expression fails when used with fully qualified column names for v2 tables,imback82,imback82,Major,Resolved,Fixed,03/Mar/20 03:51,03/Mar/20 17:07,
Bug,SPARK-31003,13288599,Fix incorrect use of assume() in tests,joshrosen,joshrosen,Major,Resolved,Fixed,02/Mar/20 02:46,03/Mar/20 04:21,
Bug,SPARK-30890,13286397,Arrange version info of history,,beliefer,Major,Resolved,Duplicate,20/Feb/20 07:50,03/Mar/20 04:06,
Bug,SPARK-30447,13277957,Constant propagation nullability issue,petertoth,petertoth,Major,Resolved,Fixed,07/Jan/20 15:46,02/Mar/20 22:16,
Bug,SPARK-29743,13266134,sample should set needCopyResult to true if its child is,cloud_fan,cloud_fan,Blocker,Resolved,Fixed,04/Nov/19 15:00,02/Mar/20 22:06,
Bug,SPARK-29503,13262915,MapObjects doesn't copy Unsafe data when nested under Safe data,kabhwan,aaronlewism,Major,Resolved,Fixed,17/Oct/19 17:50,02/Mar/20 21:49,
Bug,SPARK-29042,13256010,Sampling-based RDD with unordered input should be INDETERMINATE,viirya,viirya,Major,Resolved,Fixed,11/Sep/19 01:15,02/Mar/20 21:47,
Bug,SPARK-28375,13244720,Enforce idempotence on the PullupCorrelatedPredicates optimizer rule,dkbiswal,manifoldQAQ,Major,Resolved,Fixed,12/Jul/19 22:50,02/Mar/20 21:31,
Bug,SPARK-27619,13231182,MapType should be prohibited in hash expressions,rakson,joshrosen,Blocker,Resolved,Fixed,02/May/19 02:36,02/Mar/20 21:10,
Bug,SPARK-30813,13285109,Matrices.sprand mistakes in comments ,xiaochang-wu,xiaochang-wu,Trivial,Resolved,Fixed,13/Feb/20 15:03,02/Mar/20 14:57,
Bug,SPARK-29419,13261424,Seq.toDS / spark.createDataset(Seq) is not thread-safe,joshrosen,joshrosen,Blocker,Resolved,Fixed,09/Oct/19 20:22,02/Mar/20 01:28,
Bug,SPARK-30977,13288125,ResourceProfile and Builder should be private in spark 3.0,tgraves,tgraves,Major,Resolved,Fixed,27/Feb/20 18:49,29/Feb/20 02:12,
Bug,SPARK-30987,13288331,ResourceDiscoveryPluginSuite sometimes fails,tgraves,tgraves,Major,Resolved,Fixed,28/Feb/20 16:31,29/Feb/20 02:11,
Bug,SPARK-30970,13287979,Fix NPE in resolving k8s master url,Qin Yao,Qin Yao,Minor,Resolved,Fixed,27/Feb/20 09:34,28/Feb/20 19:16,
Bug,SPARK-30590,13280635,can't use more than five type-safe user-defined aggregation in select statement,viirya,mantovani,Major,Resolved,Fixed,21/Jan/20 01:36,28/Feb/20 08:20,
Bug,SPARK-30955,13287667,Exclude Generate output when aliasing in nested column pruning,viirya,viirya,Major,Resolved,Fixed,26/Feb/20 05:48,28/Feb/20 07:11,
Bug,SPARK-30972,13288029,PruneHiveTablePartitions should be executed as earlyScanPushDownRules,Ngone51,Ngone51,Major,Resolved,Fixed,27/Feb/20 12:17,28/Feb/20 05:22,
Bug,SPARK-30855,13285808,Issue using 'explode' function followed by a (*)star expand selection of resulting struct,,benoitroy,Major,Resolved,Duplicate,17/Feb/20 16:04,27/Feb/20 23:00,
Bug,SPARK-30782,13284420,Column resolution doesn't respect current catalog/namespace for v2 tables.,imback82,imback82,Major,Resolved,Fixed,10/Feb/20 22:04,26/Feb/20 18:23,
Bug,SPARK-30925,13287042,Overflow/round errors in conversions of milliseconds to/from microseconds,maxgekk,maxgekk,Major,Resolved,Fixed,23/Feb/20 09:04,26/Feb/20 06:04,
Bug,SPARK-30904,13286539,Thrift RowBasedSet serialization throws NullPointerException on NULL BigDecimal,cjstuart,cjstuart,Major,Resolved,Fixed,20/Feb/20 18:22,26/Feb/20 03:37,
Bug,SPARK-30942,13287334,Fix the warning for requiring cores to be limiting resource,tgraves,tgraves,Major,Resolved,Fixed,24/Feb/20 20:06,26/Feb/20 02:50,
Bug,SPARK-30731,13283331,Update deprecated Mkdocs option,nchammas,nchammas,Trivial,Resolved,Fixed,04/Feb/20 22:48,26/Feb/20 02:45,
Bug,SPARK-30763,13284126,Fix java.lang.IndexOutOfBoundsException No group 1 for regexp_extract,beliefer,beliefer,Major,Resolved,Fixed,09/Feb/20 10:23,25/Feb/20 03:11,
Bug,SPARK-30939,13287225,StringIndexer setOutputCols does not set output cols,srowen,srowen,Major,Resolved,Fixed,24/Feb/20 14:36,25/Feb/20 02:18,
Bug,SPARK-30826,13285260,LIKE returns wrong result from external table using parquet,maxgekk,maxgekk,Major,Resolved,Fixed,14/Feb/20 06:24,24/Feb/20 22:35,
Bug,SPARK-30924,13287029,Add additional validation into Merge Into,brkyvz,brkyvz,Major,Resolved,Fixed,23/Feb/20 02:29,24/Feb/20 07:25,
Bug,SPARK-30612,13281107,can't resolve qualified column name with v2 tables,imback82,cloud_fan,Major,Resolved,Fixed,23/Jan/20 03:42,24/Feb/20 05:38,
Bug,SPARK-30903,13286516,Fail fast on duplicate columns when analyze columns,Ngone51,Ngone51,Major,Resolved,Fixed,20/Feb/20 16:03,24/Feb/20 01:42,
Bug,SPARK-30884,13286383,Upgrade to Py4J 0.10.9,dongjoon,dongjoon,Major,Resolved,Fixed,20/Feb/20 05:41,20/Feb/20 17:11,
Bug,SPARK-26071,13198588,disallow map as map key,cloud_fan,cloud_fan,Major,Resolved,Fixed,15/Nov/18 10:50,20/Feb/20 14:10,
Bug,SPARK-30556,13280187,Copy sparkContext.localproperties to child thread inSubqueryExec.executionContext,ajithshetty,ajithshetty,Major,Resolved,Fixed,17/Jan/20 17:08,20/Feb/20 04:16,
Bug,SPARK-29908,13268466,Support partitioning for DataSource V2 tables in DataFrameWriter.save,,brkyvz,Blocker,Resolved,Duplicate,15/Nov/19 04:09,19/Feb/20 17:00,
Bug,SPARK-30786,13284513,Block replication is not retried on other BlockManagers when it fails on 1 of the peers,prakharjain09,prakharjain09,Major,Resolved,Fixed,11/Feb/20 07:50,19/Feb/20 12:24,
Bug,SPARK-30814,13285156,Add Columns references should be able to resolve each other,imback82,brkyvz,Major,Resolved,Fixed,13/Feb/20 18:43,19/Feb/20 08:46,
Bug,SPARK-29103,13256984,CheckAnalysis for data source V2 ALTER TABLE ignores case sensitivity,,joseph.torres,Blocker,Resolved,Duplicate,16/Sep/19 22:47,19/Feb/20 07:57,
Bug,SPARK-28155,13241374,do not leak SaveMode to file source v2,,cloud_fan,Blocker,Resolved,Fixed,25/Jun/19 01:40,19/Feb/20 07:54,
Bug,SPARK-30785,13284499,Create table like should keep tracksPartitionsInCatalog same with source table,cltlfcjin,cltlfcjin,Major,Resolved,Fixed,11/Feb/20 06:02,19/Feb/20 07:22,
Bug,SPARK-30345,13276210,Flaky test failure: ThriftServerWithSparkContextSuite.SPARK-29911: Uncache cached tables when session closed,kabhwan,kabhwan,Major,Resolved,Fixed,24/Dec/19 09:37,19/Feb/20 05:40,
Bug,SPARK-28883,13253192,Fix a flaky test: ThriftServerQueryTestSuite,,yumwang,Blocker,Resolved,Duplicate,27/Aug/19 06:57,19/Feb/20 05:40,
Bug,SPARK-30799,13284832,"""spark_catalog.t"" should not be resolved to temp view",cloud_fan,cloud_fan,Major,Resolved,Fixed,12/Feb/20 14:57,19/Feb/20 05:20,
Bug,SPARK-30843,13285559,Wrong results of getting time components before 1582 year,maxgekk,maxgekk,Major,Resolved,Fixed,16/Feb/20 07:58,19/Feb/20 05:18,
Bug,SPARK-30847,13285671,Take productPrefix into account in MurmurHash3.productHash,hyukjin.kwon,hyukjin.kwon,Critical,Resolved,Fixed,17/Feb/20 04:25,18/Feb/20 06:53,
Bug,SPARK-30793,13284639,Wrong truncations of timestamps before the epoch to minutes and seconds,maxgekk,maxgekk,Major,Resolved,Fixed,11/Feb/20 18:21,18/Feb/20 04:29,
Bug,SPARK-22590,13120442,Broadcast thread propagates the localProperties to task,ajithshetty,ajithshetty,Major,Resolved,Fixed,23/Nov/17 10:50,18/Feb/20 00:41,
Bug,SPARK-29748,13266194,Remove sorting of fields in PySpark SQL Row creation,bryanc,bryanc,Major,Resolved,Fixed,04/Nov/19 21:40,14/Feb/20 20:12,
Bug,SPARK-30766,13284155,Wrong truncation of old timestamps to hours and days,maxgekk,maxgekk,Major,Resolved,Fixed,09/Feb/20 17:28,14/Feb/20 14:35,
Bug,SPARK-30810,13285055,Allows to parse a Dataset having different column from 'value' in csv(dataset) API,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,13/Feb/20 11:20,14/Feb/20 10:40,
Bug,SPARK-30797,13284762,Set tradition user/group/other permission to ACL entries when setting up ACLs in truncate table,viirya,viirya,Major,Resolved,Fixed,12/Feb/20 09:24,13/Feb/20 01:50,
Bug,SPARK-30756,13284038,`ThriftServerWithSparkContextSuite` fails always on spark-branch-3.0-test-sbt-hadoop-2.7-hive-2.3,hyukjin.kwon,dongjoon,Blocker,Resolved,Fixed,07/Feb/20 23:34,11/Feb/20 18:20,
Bug,SPARK-30761,13284110,Nested pruning should not prune on required child outputs in Generate,,viirya,Major,Closed,Cannot Reproduce,09/Feb/20 04:08,10/Feb/20 18:50,
Bug,SPARK-30752,13283750,Wrong result of to_utc_timestamp() on daylight saving day,maxgekk,maxgekk,Major,Resolved,Fixed,06/Feb/20 17:03,10/Feb/20 06:29,
Bug,SPARK-30730,13283315,Wrong results of `converTz` for different session and system time zones,,maxgekk,Major,Resolved,Won't Fix,04/Feb/20 20:34,07/Feb/20 06:58,
Bug,SPARK-30721,13283139,fix DataFrameAggregateSuite when enabling AQE,cloud_fan,maryannxue,Major,Resolved,Fixed,04/Feb/20 03:47,05/Feb/20 20:37,
Bug,SPARK-30717,13283026,AQE subquery map should cache `SubqueryExec` instead of `ExecSubqueryExpression`,maryannxue,maryannxue,Major,Resolved,Fixed,03/Feb/20 18:15,04/Feb/20 05:04,
Bug,SPARK-30697,13282721,Handle database and namespace exceptions in catalog.isView,brkyvz,brkyvz,Major,Resolved,Fixed,01/Feb/20 00:26,03/Feb/20 06:24,
Bug,SPARK-30704,13282821,Use jekyll-redirect-from 0.15.0 instead of the latest,dongjoon,dongjoon,Blocker,Resolved,Fixed,02/Feb/20 07:48,03/Feb/20 03:29,
Bug,SPARK-30341,13276165,check overflow for interval arithmetic operations,Qin Yao,Qin Yao,Major,Resolved,Fixed,24/Dec/19 03:32,02/Feb/20 04:06,
Bug,SPARK-29138,13257283,Flaky test: pyspark.mllib.tests.test_streaming_algorithms.StreamingLogisticRegressionWithSGDTests.test_parameter_accuracy,dongjoon,kabhwan,Major,Resolved,Fixed,18/Sep/19 05:42,01/Feb/20 06:48,
Bug,SPARK-30362,13276538,InputMetrics are not updated for DataSourceRDD V2 ,sandeep.katta2007,sandeep.katta2007,Major,Resolved,Fixed,27/Dec/19 03:52,31/Jan/20 06:06,
Bug,SPARK-30622,13281206,commands should return dummy statistics,cloud_fan,cloud_fan,Major,Resolved,Fixed,23/Jan/20 14:15,31/Jan/20 03:43,
Bug,SPARK-30672,13282304,numpy is a dependency for building PySpark API docs,nchammas,nchammas,Minor,Resolved,Fixed,30/Jan/20 02:46,30/Jan/20 05:35,
Bug,SPARK-30435,13277673,update Spark SQL guide of Supported Hive Features,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,06/Jan/20 10:20,30/Jan/20 04:56,
Bug,SPARK-30646,13281640,"transform_keys function throws exception as ""Cannot use null as map key"", but there isn't any null key in the map ",,Frozen,Major,Resolved,Invalid,27/Jan/20 06:19,30/Jan/20 01:37,
Bug,SPARK-29578,13264129,"JDK 1.8.0_232 timezone updates cause ""Kwajalein"" test failures again",srowen,srowen,Minor,Resolved,Fixed,23/Oct/19 22:24,30/Jan/20 01:21,
Bug,SPARK-30310,13275593,SparkUncaughtExceptionHandler halts running process unexpectedly,tinhto-000,tinhto-000,Major,Resolved,Fixed,19/Dec/19 20:55,29/Jan/20 22:42,
Bug,SPARK-30582,13280509,Spark UI is not showing Aggregated Metrics by Executor in stage page,saurabhc100,saurabhc100,Minor,Resolved,Fixed,20/Jan/20 09:32,29/Jan/20 14:51,
Bug,SPARK-30645,13281569,collect() support Unicode charactes tests fails on Windows,zero323,zero323,Major,Resolved,Fixed,26/Jan/20 00:46,26/Jan/20 04:51,
Bug,SPARK-26002,13197581,SQL date operators calculates with incorrect dayOfYears for dates before 1500-03-01,attilapiros,attilapiros,Major,Resolved,Fixed,10/Nov/18 13:37,25/Jan/20 09:56,
Bug,SPARK-27612,13231019,Creating a DataFrame in PySpark with ArrayType produces some Rows with Arrays of None,hyukjin.kwon,bryanc,Blocker,Resolved,Fixed,30/Apr/19 23:26,25/Jan/20 09:45,
Bug,SPARK-27117,13220622,current_date/current_timestamp should be reserved keywords in ansi parser mode,cloud_fan,cloud_fan,Major,Resolved,Fixed,09/Mar/19 13:19,24/Jan/20 22:50,
Bug,SPARK-30503,13279061,OnlineLDAOptimizer does not handle persistance correctly,podongfeng,podongfeng,Minor,Resolved,Fixed,13/Jan/20 12:08,23/Jan/20 08:40,
Bug,SPARK-30360,13276471,Avoid Redact classpath entries in History Server UI,ajithshetty,ajithshetty,Major,Resolved,Fixed,26/Dec/19 12:53,23/Jan/20 04:55,
Bug,SPARK-30483,13278676,Job History does not show pool properties table,,abhishek.akg,Major,Resolved,Duplicate,10/Jan/20 09:56,23/Jan/20 02:23,
Bug,SPARK-30484,13278677,Job History Storage Tab does not display RDD Table,,abhishek.akg,Major,Resolved,Not A Problem,10/Jan/20 10:00,23/Jan/20 02:22,
Bug,SPARK-30606,13281040,Applying the `like` function with 2 parameters fails,maxgekk,maxgekk,Major,Resolved,Fixed,22/Jan/20 19:14,22/Jan/20 23:40,
Bug,SPARK-27177,13221930,Update jenkins locale to en_US.UTF-8,shaneknapp,yumwang,Major,Resolved,Fixed,15/Mar/19 15:15,22/Jan/20 22:09,
Bug,SPARK-28457,13246109,curl: (60) SSL certificate problem: unable to get local issuer certificate More details here: ,shaneknapp,smilegator,Blocker,Resolved,Fixed,20/Jul/19 06:44,22/Jan/20 22:03,
Bug,SPARK-28763,13251329,Flaky Tests: SparkThriftServerProtocolVersionsSuite.HIVE_CLI_SERVICE_PROTOCOL_V1 get binary type,,dongjoon,Major,Resolved,Fixed,16/Aug/19 20:35,22/Jan/20 22:02,
Bug,SPARK-29624,13264867,"Jenkins fails with ""Python versions prior to 2.7 are not supported.""",shaneknapp,dongjoon,Blocker,Resolved,Fixed,28/Oct/19 17:40,22/Jan/20 21:52,
Bug,SPARK-30265,13274695,Do not change R version when releasing preview versions,yumwang,yumwang,Major,Resolved,Fixed,16/Dec/19 08:10,22/Jan/20 21:47,
Bug,SPARK-30344,13276202,"After compilation, no available jar package was generated",,liuleng,Major,Closed,Invalid,24/Dec/19 08:59,22/Jan/20 21:46,
Bug,SPARK-30572,13280430,Add a fallback Maven repository,dongjoon,dongjoon,Major,Resolved,Fixed,19/Jan/20 21:23,22/Jan/20 01:10,
Bug,SPARK-30596,13280689,Use a different repository id in pom to work around sbt-pom-reader issue,,hyukjin.kwon,Major,Resolved,Invalid,21/Jan/20 09:35,21/Jan/20 09:38,
Bug,SPARK-30530,13279866,"CSV load followed by ""is null"" filter produces incorrect results",maxgekk,jlowe,Major,Resolved,Fixed,16/Jan/20 16:23,21/Jan/20 01:20,
Bug,SPARK-30584,13280512,Non-synchronized methods override Synchronized methods,,aman_omer,Minor,Resolved,Not A Problem,20/Jan/20 09:41,20/Jan/20 15:27,
Bug,SPARK-30486,13278732,Bump lz4-java version to 1.7.1,maropu,maropu,Major,Resolved,Fixed,10/Jan/20 14:56,20/Jan/20 05:08,
Bug,SPARK-29450,13261984,"[SS] In streaming aggregation, metric for output rows is not measured in append mode",kabhwan,kabhwan,Minor,Resolved,Fixed,13/Oct/19 07:11,16/Jan/20 16:45,
Bug,SPARK-30504,13279079,OneVsRest and OneVsRestModel _from_java and _to_java should handle weightCol,zero323,zero323,Minor,Resolved,Fixed,13/Jan/20 12:35,15/Jan/20 14:45,
Bug,SPARK-30509,13279306,Deprecation log warning is not printed in Avro schema inferring,maxgekk,maxgekk,Minor,Resolved,Fixed,14/Jan/20 10:15,14/Jan/20 19:48,
Bug,SPARK-30493,13278962,"pyspark.ml.classification.OneVsRestModel shouldn't have setClassifier, setLabelCol and setWeightCol methods",zero323,zero323,Major,Resolved,Fixed,12/Jan/20 23:22,13/Jan/20 17:12,
Bug,SPARK-30480,13278615,"Pyspark test ""test_memory_limit"" fails consistently",hyukjin.kwon,kabhwan,Major,Resolved,Fixed,10/Jan/20 05:11,13/Jan/20 10:46,
Bug,SPARK-21869,13098421,A cached Kafka producer should not be closed if any task is using it.,kabhwan,zsxwing,Major,Resolved,Fixed,29/Aug/17 23:40,13/Jan/20 07:50,
Bug,SPARK-30459,13278172,Fix ignoreMissingFiles/ignoreCorruptFiles in DSv2,Ngone51,Ngone51,Major,Resolved,Fixed,08/Jan/20 14:30,13/Jan/20 05:38,
Bug,SPARK-29925,13268780,Maven Build fails with Hadoop Version 3.2.0,,dcolkitt,Minor,Closed,Invalid,16/Nov/19 08:43,13/Jan/20 05:26,
Bug,SPARK-30029,13270507,Build fails at Spark Core with -Phadoop-3.2,,dcolkitt,Minor,Closed,Duplicate,25/Nov/19 17:44,13/Jan/20 05:24,
Bug,SPARK-30458,13278140,The Executor Computing Time in Time Line of Stage Page is Wrong,sddyljsx,sddyljsx,Minor,Resolved,Fixed,08/Jan/20 11:24,12/Jan/20 04:11,
Bug,SPARK-30489,13278811,Make build delete pyspark.zip file properly,jeff.w.evans,jeff.w.evans,Trivial,Resolved,Fixed,10/Jan/20 23:01,11/Jan/20 01:04,
Bug,SPARK-30448,13277966,accelerator aware scheduling enforce cores as limiting resource,tgraves,tgraves,Major,Resolved,Fixed,07/Jan/20 16:48,10/Jan/20 14:33,
Bug,SPARK-29776,13266603,rpad and lpad should return NULL when padstring parameter is empty,,abhishek.akg,Major,Closed,Not A Problem,06/Nov/19 14:37,10/Jan/20 06:34,
Bug,SPARK-30450,13277993,Exclude .git folder for python linter,ericfchang,ericfchang,Minor,Resolved,Fixed,07/Jan/20 19:06,09/Jan/20 03:38,
Bug,SPARK-30440,13277711,Flaky test: org.apache.spark.scheduler.TaskSetManagerSuite.reset,ajithshetty,kabhwan,Major,Resolved,Fixed,06/Jan/20 14:05,09/Jan/20 00:57,
Bug,SPARK-30281,13274901,'archive' option in FileStreamSource misses to consider partitioned and recursive option,kabhwan,kabhwan,Major,Resolved,Fixed,17/Dec/19 05:49,08/Jan/20 23:23,
Bug,SPARK-30417,13277413,SPARK-29976 calculation of slots wrong for Standalone Mode,yuchen.huo,tgraves,Major,Resolved,Fixed,03/Jan/20 18:49,08/Jan/20 19:36,
Bug,SPARK-30446,13277931,Accelerator aware scheduling checkResourcesPerTask doesn't cover all cases,,tgraves,Major,Resolved,Duplicate,07/Jan/20 13:58,08/Jan/20 17:21,
Bug,SPARK-30445,13277930,Accelerator aware scheduling handle setting configs to 0 better,tgraves,tgraves,Major,Resolved,Fixed,07/Jan/20 13:52,08/Jan/20 17:14,
Bug,SPARK-30429,13277641,WideSchemaBenchmark fails with OOM,viirya,maxgekk,Major,Resolved,Fixed,06/Jan/20 07:41,08/Jan/20 02:46,
Bug,SPARK-30382,13276766,start-thriftserver throws ClassNotFoundException,ajithshetty,ajithshetty,Minor,Resolved,Fixed,29/Dec/19 13:06,07/Jan/20 22:27,
Bug,SPARK-30313,13275610,Flaky test: MasterSuite.master/worker web ui available with reverseProxy,kabhwan,vanzin,Major,Resolved,Fixed,19/Dec/19 23:32,06/Jan/20 23:30,
Bug,SPARK-29800,13267074,Rewrite non-correlated EXISTS subquery use ScalaSubquery to optimize perf,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,08/Nov/19 10:25,06/Jan/20 14:55,
Bug,SPARK-30426,13277619,Fix the disorder of structured-streaming-kafka-integration page,XuanYuan,XuanYuan,Major,Resolved,Fixed,06/Jan/20 03:33,06/Jan/20 05:25,
Bug,SPARK-30161,13272898,Uncaught Analysis Exception in Spark-Shell,,aman_omer,Minor,Resolved,Not A Problem,07/Dec/19 06:14,05/Jan/20 00:40,
Bug,SPARK-30406,13277147,OneForOneStreamManager use AtomicLong,ajithshetty,ajithshetty,Minor,Resolved,Fixed,02/Jan/20 07:10,03/Jan/20 17:42,
Bug,SPARK-30284,13274928,CREATE VIEW should track the current catalog and namespace,cloud_fan,cloud_fan,Major,Resolved,Fixed,17/Dec/19 08:20,02/Jan/20 17:49,
Bug,SPARK-30075,13271320,ArrayIndexType doesn't implement hashCode correctly,kabhwan,kabhwan,Minor,Resolved,Fixed,29/Nov/19 06:46,02/Jan/20 07:03,
Bug,SPARK-30361,13276474,Monitoring URL do not redact information about environment,ajithshetty,ajithshetty,Minor,Resolved,Fixed,26/Dec/19 13:04,30/Dec/19 15:11,
Bug,SPARK-30348,13276232,Flaky test:  org.apache.spark.deploy.master.MasterSuite.SPARK-27510: Master should avoid dead loop while launching executor failed in Worker,kabhwan,kabhwan,Major,Resolved,Fixed,24/Dec/19 13:36,30/Dec/19 06:57,
Bug,SPARK-29853,13267610,lpad returning empty instead of NULL for empty pad value,,abhishek.akg,Minor,Resolved,Not A Problem,12/Nov/19 05:33,28/Dec/19 10:37,
Bug,SPARK-28332,13244069,SQLMetric wrong initValue ,EdisonWang,windpiger,Minor,Resolved,Fixed,10/Jul/19 10:00,26/Dec/19 04:10,
Bug,SPARK-29505,13263021,desc extended <table name> <column name> is case sensitive,pavithraramachandran,abhishek.akg,Major,Resolved,Fixed,18/Oct/19 07:00,24/Dec/19 23:59,
Bug,SPARK-30300,13275378,Update correct string in UI for metrics when driver updates same metrics id as tasks.,nartal1,nartal1,Major,Resolved,Fixed,19/Dec/19 00:26,20/Dec/19 13:30,
